product,type,inches,ram,os,weight,price,screen,screenw,screenh,touchscreen,ipspanel,retina,cpu_brand,cpu_freq,cpu_model,primary_storage,secondary_storage,primary_storage_type,secondary_storage_type,gpu_brand,gpu_model,total_storage_gb,storage_type,cpu_generation,price_segment
250 G6,Notebook,15.6,4,No OS,1.86,259,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,0,HDD,3th Gen,Low
Probook 440,Notebook,14,8,Windows 10,1.63,812,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,0,HDD,8th Gen,Mid
E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14,4,Windows 10 S,1.65,278,Standard,1366,768,No,No,No,AMD,1.5,E-Series 6110,64,0,SSD,No,AMD,Radeon R2,0,SSD,6th Gen,Low
Inspiron 5770,Notebook,17.3,16,Windows 10,2.8,1396,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,High
ProBook 470,Notebook,17.3,8,Windows 10,2.5,928,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,639,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Mid
Inspiron 3567,Notebook,15.6,4,Windows 10,2.2,449,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,0,HDD,6th Gen,Low
Swift 3,Ultrabook,14,8,Windows 10,1.6,884,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
Aspire A515-51G-37JS,Notebook,15.6,4,Windows 10,2.2,572,Full HD,1920,1080,No,No,No,Intel,2.7,Core i3 7130U,256,0,SSD,No,Nvidia,GeForce MX130,0,SSD,7th Gen,Low
15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,8,Windows 10,2.05,598,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Probook 440,Notebook,14,8,Windows 10,1.63,988,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,252,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,0,HDD,3th Gen,Low
FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,8,Windows 10,3,938,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,Mid
IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,499,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX,0,HDD,7th Gen,Low
Envy 13-AD007nv,Notebook,13.3,4,Windows 10,1.32,699,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Aspire 5,Notebook,17.3,4,Windows 10,3,655,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,1024,0,HDD,No,Nvidia,GeForce MX130,0,HDD,7th Gen,Mid
ThinkPad E480,Notebook,14,8,Windows 10,1.75,1116,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon RX 550,0,SSD,8th Gen,High
Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,869,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050M,0,SSD,7th Gen,Mid
Satellite Pro,Notebook,15.6,4,Windows 10,2.1,602,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
255 G6,Notebook,15.6,4,Windows 10,1.86,369,Standard,1366,768,No,No,No,AMD,2.5,A6-Series 9220,256,0,SSD,No,AMD,Radeon R4 Graphics,0,SSD,9th Gen,Low
ZenBook UX430UA,Ultrabook,14,8,Windows 10,1.25,1099,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
EliteBook Folio,Ultrabook,12.5,8,Windows 10,0.97,2014,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,0,SSD,Unknown,Premium
X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2,344,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,0,HDD,3th Gen,Low
GE72MVR 7RG,Gaming,17.3,16,Windows 10,2.9,2029,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
Aspire A315-51,Notebook,15.6,4,Windows 10,2.1,447,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Inspiron 5577,Gaming,15.6,16,Windows 10,2.56,1249,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,High
Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,899,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,0,Unknown,7th Gen,Mid
V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,1.9,498,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
GE73VR 7RE,Gaming,17.3,16,Windows 10,2.8,1890,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
EliteBook 840,Ultrabook,14,4,Windows 10,1.48,1082,Full HD,1920,1080,No,No,No,Intel,2.7,Core i5 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,6,Windows 10,1.91,619,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,0,SSD,8th Gen,Mid
Yoga 520-14IKB,2 in 1 Convertible,14,4,Windows 10,1.74,629,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,1315,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,8th Gen,High
Inspiron 5579,2 in 1 Convertible,15.6,8,Windows 10,1.56,1049,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Satellite Pro,Notebook,15.6,4,Windows 10,2.1,447,Standard,1366,768,No,No,No,Intel,2.2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.03,403,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420,0,HDD,9th Gen,Low
Aspire A517-51G,Notebook,17.3,4,Windows 10,3,805,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,0,SSD,8th Gen,Mid
Inspiron 3576,Notebook,15.6,8,Windows 10,2.13,728,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,0,SSD,8th Gen,Mid
Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.5,1079,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,0,SSD,7th Gen,High
Aspire A315-31,Notebook,15.6,4,Windows 10,2.1,348,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,0,HDD,3th Gen,Low
GE63VR 7RE,Gaming,15.6,16,Windows 10,2.4,1799,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Aspire 3,Notebook,15.6,4,Windows 10,2.1,364,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,0,HDD,4th Gen,Low
Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,1060,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Aspire A517-51G,Notebook,17.3,8,Windows 10,3,854,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,0,SSD,8th Gen,Mid
ProBook 430,Notebook,13.3,4,Windows 10,1.49,754,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,0,HDD,8th Gen,Mid
MateBook X,Ultrabook,13,8,Windows 10,1.05,1349,Full HD,2160,1440,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.71,699,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,2048,0,HDD,No,AMD,Radeon 520,0,HDD,7th Gen,Mid
IdeaPad 320-15AST,Notebook,15.6,4,No OS,2.2,309,Standard,1366,768,No,No,No,AMD,2.9,A6-Series 9220,500,0,HDD,No,AMD,Radeon R4 Graphics,0,HDD,9th Gen,Low
Satellite Pro,Notebook,15.6,4,Windows 10,2,489,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
ProBook 470,Notebook,17.3,8,Windows 10,2.5,923,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,8th Gen,Mid
Inspiron 3567,Notebook,15.6,8,Windows 10,2.3,459,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Aspire A315-51,Notebook,15.6,4,Windows 10,2.1,449,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
GT80S 6QF-074US,Gaming,18.4,32,Windows 10,4.4,2799,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 6920HQ,512,1024,SSD,HDD,Nvidia,GTX 980 SLI,0,Mixed,6th Gen,Premium
V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,8,Windows 10,1.9,813,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,R17M-M1-70,0,Mixed,7th Gen,Mid
Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.29,1499,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Inspiron 5570,Notebook,15.6,16,Linux,2.02,1049,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,High
XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1399,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Windows 10,1.4,1849,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Premium
Satellite Pro,Notebook,15.6,8,Windows 10,2,793,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Mi Notebook,Notebook,15.6,8,No OS,1.95,1199,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,0,SSD,8th Gen,High
Inspiron 7773,Notebook,17.3,16,Windows 10,2.77,1549,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 150MX,0,SSD,8th Gen,Premium
XPS 15,Notebook,15.6,16,Windows 10,2.06,2397,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Premium
Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,779,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Mid
Swift 7,Ultrabook,13.3,8,Windows 10,1.12,989,Full HD,1920,1080,No,Yes,No,Intel,1.2,Core i5 7Y54,256,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,Mid
Inspiron 5770,Notebook,17.3,8,Windows 10,2.8,1085,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,High
Thinkpad Yoga,2 in 1 Convertible,14,16,Windows 10,1.42,2824,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
K147 (N3350/4GB/32GB/FHD/W10),Notebook,14,4,Windows 10,1.3,260,Full HD,1920,1080,No,Yes,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
Mi Notebook,Ultrabook,13.3,8,No OS,1.3,1000,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce MX150,0,SSD,7th Gen,High
IdeaPad 320-17IKBR,Notebook,17.3,8,No OS,2.8,698,Standard,1600,900,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,0,SSD,8th Gen,Mid
Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,839,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,0,HDD,8th Gen,Mid
ProBook 470,Notebook,17.3,8,Windows 10,2.5,914,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce 930MX,0,HDD,8th Gen,Mid
Blade Pro,Gaming,17.3,32,Windows 10,3.49,6099,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.9,Core i7 7820HK,1024,0,SSD,No,Nvidia,GeForce GTX 1080,0,SSD,7th Gen,Premium
ProBook 430,Notebook,13.3,8,Windows 10,1.49,959,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,512,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
Omen 17-W295,Gaming,17.3,16,Windows 10,3.35,1379,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Probook 470,Notebook,17.3,8,Windows 10,2.5,1045,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX ,0,SSD,8th Gen,High
Inspiron 7577,Gaming,15.6,16,Windows 10,2.65,1845,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,493,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
Aspire E5-576G,Notebook,15.6,8,Windows 10,2.23,742,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,7th Gen,Mid
Legion Y720-15IKB,Gaming,15.6,16,Windows 10,3.2,1749,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Precision 7520,Workstation,15.6,16,Windows 10,2.8,3055,4K Ultra HD,3840,2160,No,No,No,Intel,3,Xeon E3-1505M V6,256,1024,SSD,HDD,Nvidia,Quadro M1200,0,Mixed,1th Gen,Premium
Legion Y520-15IKBN,Gaming,15.6,16,No OS,2.4,1398,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060,0,SSD,7th Gen,High
Inspiron 3567,Notebook,15.6,6,Windows 10,2.3,439,Standard,1366,768,Yes,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
XPS 13,Ultrabook,13.3,8,Windows 10,1.21,1949,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Premium
XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1449,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
IdeaPad 320-15IKBN,Notebook,15.6,8,Windows 10,2.2,597,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
Aspire 7,Notebook,15.6,8,Linux,2.4,779,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,Mid
ROG GL703VD-GC028T,Gaming,17.3,16,Windows 10,2.9,1407,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,4,No OS,2.1,349,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
IdeaPad 320-15IKBN,Notebook,15.6,8,No OS,2.2,549,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
MateBook X,Ultrabook,13,8,Windows 10,1.05,1499,Full HD,2160,1440,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Inspiron 5370,Ultrabook,13.3,8,Windows 10,1.4,932,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon 530,0,SSD,8th Gen,Mid
IdeaPad 320-17IKB,Notebook,17.3,8,No OS,2.8,589,Standard,1600,900,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce GTX 940MX,0,HDD,7th Gen,Low
Probook 440,Notebook,14,8,Windows 10,1.63,1031,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,8th Gen,High
Latitude 5490,Ultrabook,14,8,Windows 10,1.6,1149,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Inspiron 5379,2 in 1 Convertible,13.3,16,Windows 10,1.62,1279,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Inspiron 3576,Notebook,15.6,8,Linux,2.2,677,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,0,SSD,8th Gen,Mid
Yoga 520-14IKB,2 in 1 Convertible,14,8,Windows 10,1.74,899,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
Portege Z30-C-16L,Ultrabook,13.3,8,Windows 10,1.2,1363,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ProBook 450,Notebook,15.6,8,Windows 10,2.1,794,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,0,HDD,8th Gen,Mid
Alienware 17,Gaming,17.3,16,Windows 10,4.42,2456,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Aspire E5-576G,Notebook,15.6,8,Windows 10,2.2,832,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,7th Gen,Mid
Inspiron 5567,Notebook,15.6,16,Windows 10,2.3,859,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Mid
Vivobook X541UV-DM1217T,Notebook,15.6,8,Windows 10,2,769,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX ,0,SSD,7th Gen,Mid
K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,8,Windows 10,2.69,891,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,500,SSD,HDD,Nvidia,GeForce GTX 950M,0,Mixed,7th Gen,Mid
ZBook 15u,Notebook,15.6,8,Windows 10,1.9,1269,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,FirePro W4190M ,0,HDD,7th Gen,High
Pro P2540UA-XO0198T,Notebook,15.6,4,Windows 10,2.37,399,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,330,Standard,1366,768,No,No,No,AMD,1.5,E-Series 9000e,500,0,HDD,No,AMD,Radeon R2,0,HDD,9th Gen,Low
Legion Y720-15IKB,Gaming,15.6,16,Windows 10,3.2,1499,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,High
Vostro 5468,Notebook,14,8,Windows 10,1.6,859,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,689,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Inspiron 5567,Notebook,15.6,16,Linux,2.36,899,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,0,SSD,7th Gen,Mid
Aspire A315-51,Notebook,15.6,4,Linux,2.1,390,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,4,Windows 10,2.2,575,Full HD,1920,1080,No,No,No,AMD,2.5,A10-Series A10-9620P,128,1024,SSD,HDD,AMD,Radeon R5 M430,0,Mixed,9th Gen,Low
ROG G703VI-E5062T,Gaming,17.3,32,Windows 10,4.7,3890,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HK,512,1024,SSD,HDD,Nvidia,GeForce GTX 1080,0,Mixed,7th Gen,Premium
Nitro AN515-51,Gaming,15.6,8,Windows 10,2.5,846,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Mid
IdeaPad 320-15ISK,Notebook,15.6,8,Windows 10,2.2,589,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
VivoBook Pro,Notebook,17.3,8,Windows 10,2.1,1145,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,Nvidia,GeForce 150MX,0,Mixed,8th Gen,High
F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,8,No OS,2.69,889,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce GTX 950M,0,Mixed,7th Gen,Mid
Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,879,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Mid
Yoga 910-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.38,1079,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,985,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,Mid
15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,8,Windows 10,2.04,559,Standard,1366,768,Yes,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Rog G701VIK-BA060T,Gaming,17.3,16,Windows 10,3.6,2999,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HK,256,0,SSD,No,Nvidia,GeForce GTX 1080,0,SSD,7th Gen,Premium
ProBook 430,Notebook,13.3,4,Windows 10,1.49,675,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,0,HDD,8th Gen,Mid
MacBook Pro,Ultrabook,13.3,8,macOS,1.37,2040,Standard,2560,1600,No,Yes,Yes,Intel,3.1,Core i5,512,0,SSD,No,Intel,Iris Plus Graphics 650,0,SSD,Unknown,Premium
